"","office","description","city","zip","state","parish","candidate","party","level","type","genoffice","race","gender"
"183","State Representative","56th Representative District","Baton Rouge","70804","LA",NA,"Gregory Miller","Republican","State","Legislative","State Representative","White","Male"
"184","State Representative","57th Representative District","Baton Rouge","70804","LA",NA,"Randal Gaines","Democrat","State","Legislative","State Representative","Black or African American","Male"
"185","State Representative","58th Representative District","Baton Rouge","70804","LA",NA,"""Ken"" Brass","Democrat","State","Legislative","State Representative","Black or African American","Male"
"186","State Representative","59th Representative District","Baton Rouge","70804","LA",NA,"""Tony"" Bacala","Republican","State","Legislative","State Representative","White","Male"
"187","State Representative","60th Representative District","Baton Rouge","70804","LA",NA,"Chad Brown","Democrat","State","Legislative","State Representative","White","Male"
"188","State Representative","61st Representative District","Baton Rouge","70804","LA",NA,"C. Denise Marcelle","Democrat","State","Legislative","State Representative","Black or African American","Female"
"189","State Representative","62nd Representative District","Baton Rouge","70804","LA",NA,"""Kenny"" Havard","Republican","State","Legislative","State Representative","White","Male"
"190","State Representative","63rd Representative District","Baton Rouge","70804","LA",NA,"Barbara West Carpenter","Democrat","State","Legislative","State Representative","Black or African American","Female"
"191","State Representative","64th Representative District","Baton Rouge","70804","LA",NA,"Valarie Hope Hodges","Republican","State","Legislative","State Representative","White","Female"
"192","State Representative","65th Representative District","Baton Rouge","70804","LA",NA,"Barry Ivey","Republican","State","Legislative","State Representative","White","Male"
"193","State Representative","66th Representative District","Baton Rouge","70804","LA",NA,"""Rick"" Edmonds","Republican","State","Legislative","State Representative","White","Male"
"194","State Representative","67th Representative District","Baton Rouge","70804","LA",NA,"Patricia Smith","Democrat","State","Legislative","State Representative","Black or African American","Female"
"195","State Representative","68th Representative District","Baton Rouge","70804","LA",NA,"""Steve"" Carter","Republican","State","Legislative","State Representative","White","Male"
"196","State Representative","69th Representative District","Baton Rouge","70804","LA",NA,"Paula Davis","Republican","State","Legislative","State Representative","White","Female"
"197","State Representative","70th Representative District","Baton Rouge","70804","LA",NA,"Franklin Foil","Republican","State","Legislative","State Representative","White","Male"
"198","State Representative","71st Representative District","Baton Rouge","70804","LA",NA,"J. Rogers Pope","Republican","State","Legislative","State Representative","White","Male"
"199","State Representative","72nd Representative District","Baton Rouge","70804","LA",NA,"""Robby"" Carter","Democrat","State","Legislative","State Representative","White","Male"
"200","State Representative","73rd Representative District","Baton Rouge","70804","LA",NA,"""Steve"" Pugh","Republican","State","Legislative","State Representative","White","Male"
"201","State Representative","74th Representative District","Baton Rouge","70804","LA",NA,"Scott M. Simon","Republican","State","Legislative","State Representative","White","Male"
"202","State Representative","75th Representative District","Baton Rouge","70804","LA",NA,"Malinda Brumfield White","Democrat","State","Legislative","State Representative","White","Female"
"203","State Representative","76th Representative District","Baton Rouge","70804","LA",NA,"Kevin Pearson","Republican","State","Legislative","State Representative","White","Male"
"204","State Representative","77th Representative District","Baton Rouge","70804","LA",NA,"Mark Wright","Republican","State","Legislative","State Representative","White","Male"
"205","State Representative","78th Representative District","Baton Rouge","70804","LA",NA,"""Kirk"" Talbot","Republican","State","Legislative","State Representative","White","Male"
"206","State Representative","79th Representative District","Baton Rouge","70804","LA",NA,"Julie S. Stokes","Republican","State","Legislative","State Representative","White","Female"
"207","State Representative","80th Representative District","Baton Rouge","70804","LA",NA,"""Polly"" Thomas","Republican","State","Legislative","State Representative","White","Female"
"208","State Representative","81st Representative District","Baton Rouge","70804","LA",NA,"Clay Schexnayder","Republican","State","Legislative","State Representative","White","Male"
"209","State Representative","82nd Representative District","Baton Rouge","70804","LA",NA,"J. Cameron Henry","Republican","State","Legislative","State Representative","White","Male"
"210","State Representative","83rd Representative District","Baton Rouge","70804","LA",NA,"Robert E. Billiot","Democrat","State","Legislative","State Representative","White","Male"
"211","State Representative","84th Representative District","Baton Rouge","70804","LA",NA,"Patrick Connick","Republican","State","Legislative","State Representative","White","Male"
"212","State Representative","85th Representative District","Baton Rouge","70804","LA",NA,"Joseph A. Marino, III","Other","State","Legislative","State Representative","White","Male"
"213","State Representative","86th Representative District","Baton Rouge","70804","LA",NA,"Nicholas Muscarello, Jr.","Republican","State","Legislative","State Representative","White","Male"
"214","State Representative","87th Representative District","Baton Rouge","70804","LA",NA,"Rodney Lyons, Sr.","Democrat","State","Legislative","State Representative","Black or African American","Male"
"215","State Representative","88th Representative District","Baton Rouge","70804","LA",NA,"John A. ""Johnny"" Berthelot","Republican","State","Legislative","State Representative","White","Male"
"216","State Representative","89th Representative District","Baton Rouge","70804","LA",NA,"Reid Falconer","Republican","State","Legislative","State Representative","White","Male"
"217","State Representative","90th Representative District","Baton Rouge","70804","LA",NA,NA,NA,"State","Legislative","State Representative",NA,NA
"218","State Representative","91st Representative District","Baton Rouge","70804","LA",NA,"Walter ""Walt"" Leger, III","Democrat","State","Legislative","State Representative","White","Male"
"219","State Representative","92nd Representative District","Baton Rouge","70804","LA",NA,"""Joe"" Stagni","Republican","State","Legislative","State Representative","White","Male"
"220","State Representative","93rd Representative District","Baton Rouge","70804","LA",NA,"Royce Duplessis","Democrat","State","Legislative","State Representative","Black or African American","Male"
"221","State Representative","94th Representative District","Baton Rouge","70804","LA",NA,"Stephanie Hilferty","Republican","State","Legislative","State Representative","White","Female"
"222","State Representative","95th Representative District","Baton Rouge","70804","LA",NA,"Sherman Q. Mack","Republican","State","Legislative","State Representative","White","Male"
"223","State Representative","96th Representative District","Baton Rouge","70804","LA",NA,"Terry C. Landry, Sr.","Democrat","State","Legislative","State Representative","Black or African American","Male"
"224","State Representative","97th Representative District","Baton Rouge","70804","LA",NA,"Joseph ""Joe"" Bouie, Jr.","Democrat","State","Legislative","State Representative","Black or African American","Male"
"225","State Representative","98th Representative District","Baton Rouge","70804","LA",NA,"Neil Abramson","Democrat","State","Legislative","State Representative","White","Male"
"226","State Representative","99th Representative District","Baton Rouge","70804","LA",NA,"""Jimmy"" Harris","Democrat","State","Legislative","State Representative","Black or African American","Male"
"227","State Representative","100th Representative District","Baton Rouge","70804","LA",NA,"John Bagneris","Democrat","State","Legislative","State Representative","Black or African American","Male"
"228","State Representative","101st Representative District","Baton Rouge","70804","LA",NA,"Edward ""Ted"" James","Democrat","State","Legislative","State Representative","Black or African American","Male"
"229","State Representative","102nd Representative District","Baton Rouge","70804","LA",NA,"Gary Carter, Jr.","Democrat","State","Legislative","State Representative","Black or African American","Male"
"230","State Representative","103rd Representative District","Baton Rouge","70804","LA",NA,"""Ray"" Garofalo","Republican","State","Legislative","State Representative","White","Male"
"231","State Representative","104th Representative District","Baton Rouge","70804","LA",NA,"Paul Hollis","Republican","State","Legislative","State Representative","White","Male"
"232","State Representative","105th Representative District","Baton Rouge","70804","LA",NA,"Christopher J. ""Chris"" Leopold","Republican","State","Legislative","State Representative","White","Male"
"233","District Judge","1st JDC, Election Section 1, Division B",NA,NA,"LA",NA,"Ramona L. Emanuel","Democrat","Local","Judicial","District Judge","Black or African American","Female"
"234","District Judge","1st JDC, Election Section 1, Division D",NA,NA,"LA",NA,"Karelia R. Stewart","Democrat","Local","Judicial","District Judge","Black or African American","Female"
"235","District Judge","1st JDC, Election Section 1, Division G",NA,NA,"LA",NA,"John Mosely","Democrat","Local","Judicial","District Judge","Black or African American","Male"
"236","District Judge","1st JDC, Election Section 1, Division J",NA,NA,"LA",NA,"Ramon Lafitte","Democrat","Local","Judicial","District Judge","Black or African American","Male"
"237","District Judge","1st JDC, Election Section 2, Division C",NA,NA,"LA",NA,"Charles G. Tutt","Republican","Local","Judicial","District Judge","White","Male"
"238","District Judge","1st JDC, Election Section 2, Division H",NA,NA,"LA",NA,"Brady Dennis O'Callaghan","Republican","Local","Judicial","District Judge","White","Male"
"239","District Judge","1st JDC, Election Section 2, Division I",NA,NA,"LA",NA,"Craig Owen Marcotte","Republican","Local","Judicial","District Judge","White","Male"
"240","District Judge","1st JDC, Election Section 3, Division A",NA,NA,"LA",NA,"Robert P. ""Bobby"" Waddell","Republican","Local","Judicial","District Judge","White","Male"
"241","District Judge","1st JDC, Election Section 3, Division E",NA,NA,"LA",NA,"Michael ""Mike"" Pitman","Republican","Local","Judicial","District Judge","White","Male"
"242","District Judge","1st JDC, Election Section 3, Division F",NA,NA,"LA",NA,"Katherine Clark Dorroh","Republican","Local","Judicial","District Judge","White","Female"
"243","District Judge","1st JDC, Election Section 3, Division K",NA,NA,"LA",NA,"Erin Leigh Waddell Garrett","Republican","Local","Judicial","District Judge","White","Female"
"244","District Judge","2nd Judicial District, Division A",NA,NA,"LA",NA,"Jenifer Clason","Other","Local","Judicial","District Judge","White","Female"
"245","District Judge","2nd Judicial District, Division B",NA,NA,"LA",NA,"Jimmy Teat","Other","Local","Judicial","District Judge","White","Male"
"246","District Judge","2nd Judicial District, Division C",NA,NA,"LA",NA,"Glenn Fallin","Democrat","Local","Judicial","District Judge","White","Male"
"247","District Judge","3rd Judicial District, Division A",NA,NA,"LA",NA,"Edward Joseph Bleich",NA,"Local","Judicial","District Judge",NA,NA
"248","District Judge","3rd Judicial District, Division B",NA,NA,"LA",NA,"Thomas W. Rogers","Republican","Local","Judicial","District Judge","White","Male"
