,party,votes,district,candidate,parish,n_rep,n_other,sex,n_dem,n_can,n_nopty,year,position,estimate_confidence
208,DEM,432,"Ward 2, City of Ruston",Sharonda Cage Hatter ,Lincoln,0,0,f,3,3,0,2014,Alderman,1.0
209,REP,418,"Ward 3, City of Eunice","James ""Jr."" Bergeron ",Multi-Parish Race,1,0,m,1,2,0,2014,Alderman,0.9948946927250034
210,DEM,540,"Ward 3, City of Eunice","Marion ""Nootsie"" Sattler ",Multi-Parish Race,1,0,f,1,2,0,2014,Alderman,0.6891457908103382
211,REP,544,"Ward 4, City of Ruston","""Judi"" Null ",Lincoln,2,0,f,0,2,0,2014,Alderman,1.0
212,REP,588,"Ward 4, City of Ruston",Jim Pearce ,Lincoln,2,0,m,0,2,0,2014,Alderman,0.9962415239136049
213,OTHER,329,"Ward 5, City of Ruston",Bruce Siegmund ,Lincoln,0,1,m,2,3,0,2014,Alderman,0.9961559730038894
214,DEM,264,"Ward 5, City of Ruston",Marie S. Riggs ,Lincoln,0,1,f,2,3,0,2014,Alderman,0.9954998725832315
215,DEM,158,"Ward 5, City of Ruston",Maurice White ,Lincoln,0,1,m,2,3,0,2014,Alderman,0.9807823924864892
216,REP,1265,City of Eunice,Chawana V. Fontenot ,Multi-Parish Race,1,0,f,1,2,0,2014,Alderman at Large,1.0
217,DEM,2018,City of Eunice,"I. Jackson ""Jack"" Burson, Jr. ",Multi-Parish Race,1,0,m,1,2,0,2014,Alderman at Large,0.9955174789751959
218,DEM,1819,City of Opelousas,Joe Charles ,St. Landry,1,1,m,3,5,0,2014,Alderman at Large,0.9718723238910905
219,DEM,1355,City of Opelousas,"John ""Kerstan"" Major ",St. Landry,1,1,m,3,5,0,2014,Alderman at Large,0.9954070242261275
220,REP,803,City of Opelousas,John A. Lamke ,St. Landry,1,1,m,3,5,0,2014,Alderman at Large,0.9954070242261275
221,DEM,1369,City of Opelousas,Marvin Tyrone Richard ,St. Landry,1,1,m,3,5,0,2014,Alderman at Large,0.9919048905473044
222,OTHER,410,City of Opelousas,Reginald Q. Thompson ,St. Landry,1,1,m,3,5,0,2014,Alderman at Large,0.9905908583623357
223,DEM,1327,City of Rayne,Brian Seth Mouton ,Acadia,0,0,m,3,3,0,2014,Alderman at Large,0.9956214351347468
224,DEM,1739,City of Rayne,"Lendell ""Pete"" Babineaux ",Acadia,0,0,m,3,3,0,2014,Alderman at Large,1.0
225,DEM,281,City of Rayne,Maurice Menard ,Acadia,0,0,m,3,3,0,2014,Alderman at Large,0.9807823924864892
226,DEM,1023,"Seat One, Town of Lutcher",Darlene Francois Riley ,St. James,0,0,f,2,2,0,2014,Alderman at Large,0.9973387926426581
227,DEM,573,"Seat One, Town of Lutcher","Theresa ""Tee"" Williams ",St. James,0,0,f,2,2,0,2014,Alderman at Large,0.9970942613647248
228,NOPTY,264,Town of Jonesboro,Janet Martin ,Jackson,1,0,f,1,4,2,2014,Alderman at Large,0.9975268981991599
229,REP,311,Town of Jonesboro,Johnny Runyon ,Jackson,1,0,m,1,4,2,2014,Alderman at Large,0.9881686765203005
230,DEM,701,Town of Jonesboro,Nia Evans ,Jackson,1,0,f,1,4,2,2014,Alderman at Large,0.9978432856486104
231,NOPTY,109,Town of Jonesboro,Teresa Moore ,Jackson,1,0,f,1,4,2,2014,Alderman at Large,0.9972309377006955
232,NOPTY,251,Town of Oberlin,Troy J. Meaux ,Allen,0,0,m,0,2,2,2014,Alderman at Large,0.986826494720816
233,NOPTY,494,Town of Oberlin,Wayne Smith ,Allen,0,0,m,0,2,2,2014,Alderman at Large,0.9952555487040492
234,DEM,667,Town of Sunset,Bernice Richard Smith ,St. Landry,0,0,f,2,2,0,2014,Alderman at Large,0.9845296796460878
235,DEM,505,Town of Sunset,Cecil LaVergne ,St. Landry,0,0,m,2,2,0,2014,Alderman at Large,0.9633791361630697
236,DEM,583,Town of Vivian,Angela Brock Channell ,Caddo,0,0,f,2,2,0,2014,Alderman at Large,0.9968431373129594
237,DEM,317,Town of Vivian,Belton E. Moore ,Caddo,0,0,m,2,2,0,2014,Alderman at Large,1.0
238,REP,157,"District 1, Town of Plain Dealing (2 to be elected)","""Kim"" Holt Allums ",Bossier,1,0,f,2,4,1,2014,Aldermen,0.8567083473631981
239,DEM,117,"District 1, Town of Plain Dealing (2 to be elected)",Charlotte Giles Hamiter ,Bossier,1,0,f,2,4,1,2014,Aldermen,0.9976079242512876
240,DEM,134,"District 1, Town of Plain Dealing (2 to be elected)",Robert D. Hamiter ,Bossier,1,0,m,2,4,1,2014,Aldermen,0.9952560453690997
241,NOPTY,200,"District 1, Town of Plain Dealing (2 to be elected)","Shanthia ""Shanita"" Gay ",Bossier,1,0,,2,4,1,2014,Aldermen,0
242,REP,187,"District 2, Town of Basile (3 to be elected)",Bron Dubroc ,Multi-Parish Race,2,0,m,2,5,1,2014,Aldermen,1.0
243,NOPTY,168,"District 2, Town of Basile (3 to be elected)",Carmen Ardoin Langley ,Multi-Parish Race,2,0,f,2,5,1,2014,Aldermen,0.9198802119557524
244,REP,224,"District 2, Town of Basile (3 to be elected)",Hunter D. Ortego ,Multi-Parish Race,2,0,m,2,5,1,2014,Aldermen,0.9726399068615393
245,DEM,129,"District 2, Town of Basile (3 to be elected)","John ""J. J."" Jenkins ",Multi-Parish Race,2,0,m,2,5,1,2014,Aldermen,0.9954070242261275
246,DEM,119,"District 2, Town of Basile (3 to be elected)",Rodney J. Bellon ,Multi-Parish Race,2,0,m,2,5,1,2014,Aldermen,0.994368352107686
247,NOPTY,412,"Election Section 2, Town of St. Francisville (4 to be elected)",Abby Temple Cochran ,West Feliciana,3,1,f,2,9,3,2016,Aldermen,0.995456169873903
248,NOPTY,140,"Election Section 2, Town of St. Francisville (4 to be elected)",Damon Dawson ,West Feliciana,3,1,m,2,9,3,2016,Aldermen,0.9922022877406512
249,DEM,198,"Election Section 2, Town of St. Francisville (4 to be elected)","James C. ""Jim"" Davis ",West Feliciana,3,1,m,2,9,3,2016,Aldermen,0.9948946927250034
250,REP,285,"Election Section 2, Town of St. Francisville (4 to be elected)","Joseph ""Bryan"" Kelley ",West Feliciana,3,1,m,2,9,3,2016,Aldermen,0.9948957606347725
251,DEM,123,"Election Section 2, Town of St. Francisville (4 to be elected)",Karen St. Cyr ,West Feliciana,3,1,f,2,9,3,2016,Aldermen,0.9975412199322091
252,NOPTY,131,"Election Section 2, Town of St. Francisville (4 to be elected)",Lea Reid Williams ,West Feliciana,3,1,f,2,9,3,2016,Aldermen,0.9850635369440485
253,REP,218,"Election Section 2, Town of St. Francisville (4 to be elected)",Owen Kemp ,West Feliciana,3,1,m,2,9,3,2016,Aldermen,0.9964260188008626
254,REP,302,"Election Section 2, Town of St. Francisville (4 to be elected)",Rucker Leake ,West Feliciana,3,1,m,2,9,3,2016,Aldermen,1.0
255,OTHER,255,"Election Section 2, Town of St. Francisville (4 to be elected)","Susanne ""Susie"" Tully ",West Feliciana,3,1,f,2,9,3,2016,Aldermen,1.0
256,REP,519,Town of Abita Springs (5 to be elected),Daniel J. Curtis ,St. Tammany,6,0,m,0,6,0,2014,Aldermen,0.9947209649748667
257,REP,699,Town of Abita Springs (5 to be elected),Gina Kilpatrick Harper ,St. Tammany,6,0,f,0,6,0,2014,Aldermen,0.9971573305835572
258,REP,580,Town of Abita Springs (5 to be elected),Leslie Blitch Welliver ,St. Tammany,6,0,f,0,6,0,2014,Aldermen,0.7702516106286061
259,REP,609,Town of Abita Springs (5 to be elected),"Patrick J. Berrigan, Jr. ",St. Tammany,6,0,m,0,6,0,2014,Aldermen,0.9947536442146211
260,REP,610,Town of Abita Springs (5 to be elected),Ryan Murphy ,St. Tammany,6,0,m,0,6,0,2014,Aldermen,0.9807473407676215
261,REP,518,Town of Abita Springs (5 to be elected),"W. E. ""Pat"" Patterson III ",St. Tammany,6,0,,0,6,0,2014,Aldermen,0
262,DEM,226,Town of Arnaudville (5 to be elected),Albert Joseph Guilliot ,Multi-Parish Race,2,1,m,5,8,0,2014,Aldermen,0.9932242683523217
263,DEM,256,Town of Arnaudville (5 to be elected),Annette K. Guidry ,Multi-Parish Race,2,1,f,5,8,0,2014,Aldermen,0.997042005382717
264,OTHER,221,Town of Arnaudville (5 to be elected),Blake Couvillion ,Multi-Parish Race,2,1,m,5,8,0,2014,Aldermen,0.9701125273901207
265,REP,247,Town of Arnaudville (5 to be elected),Jamie U. Huval ,Multi-Parish Race,2,1,f,5,8,0,2014,Aldermen,0.7564943833665181
266,DEM,186,Town of Arnaudville (5 to be elected),Judith D. Romero ,Multi-Parish Race,2,1,f,5,8,0,2014,Aldermen,0.997638643257688
267,DEM,273,Town of Arnaudville (5 to be elected),"Louis E. Stelly, Jr. ",Multi-Parish Race,2,1,m,5,8,0,2014,Aldermen,0.9920526015290941
268,DEM,353,Town of Arnaudville (5 to be elected),Suzanne H. Stelly ,Multi-Parish Race,2,1,f,5,8,0,2014,Aldermen,0.997769050103668
269,REP,314,Town of Arnaudville (5 to be elected),Todd Meche ,Multi-Parish Race,2,1,m,5,8,0,2014,Aldermen,0.9958208312457597
270,DEM,623,Town of Baldwin (5 to be elected),Clarence A. Vappie ,St. Mary,0,0,m,6,7,1,2014,Aldermen,0.9912655858946845
271,DEM,512,Town of Baldwin (5 to be elected),Donald R. Grimm ,St. Mary,0,0,m,6,7,1,2014,Aldermen,0.995398079943256
272,DEM,615,Town of Baldwin (5 to be elected),"F. ""Thor"" Frederick ",St. Mary,0,0,m,6,7,1,2014,Aldermen,1.0
273,DEM,666,Town of Baldwin (5 to be elected),H. Gene St. Germain ,St. Mary,0,0,m,6,7,1,2014,Aldermen,0.9634065411309475
274,DEM,553,Town of Baldwin (5 to be elected),"Herbert ""H.B."" Bell ",St. Mary,0,0,m,6,7,1,2014,Aldermen,0.993475964066395
275,DEM,677,Town of Baldwin (5 to be elected),"Margaret ""Faye"" Coleman ",St. Mary,0,0,f,6,7,1,2014,Aldermen,0.9973683297618389
276,NOPTY,284,Town of Baldwin (5 to be elected),"Robert Robicheaux, Jr. ",St. Mary,0,0,m,6,7,1,2014,Aldermen,0.9952560453690997
277,REP,586,Town of Blanchard (5 to be elected),"""Jeff"" Guin ",Caddo,5,0,m,1,7,1,2014,Aldermen,0.9975337558942067
278,REP,582,Town of Blanchard (5 to be elected),"""Jimmy"" Whittington ",Caddo,5,0,m,1,7,1,2014,Aldermen,0.9917081110577824
279,DEM,384,Town of Blanchard (5 to be elected),Allison A. Jones ,Caddo,5,0,f,1,7,1,2014,Aldermen,0.987123499958376
280,REP,579,Town of Blanchard (5 to be elected),John Fuller ,Caddo,5,0,m,1,7,1,2014,Aldermen,0.9954070242261275
281,NOPTY,444,Town of Blanchard (5 to be elected),Nathan A. Ashby ,Caddo,5,0,m,1,7,1,2014,Aldermen,0.9944089678563528
282,REP,541,Town of Blanchard (5 to be elected),Patsy A. Lee ,Caddo,5,0,f,1,7,1,2014,Aldermen,0.9797513685203693
283,REP,553,Town of Blanchard (5 to be elected),Steve Umling ,Caddo,5,0,m,1,7,1,2014,Aldermen,0.9956905469526298
284,REP,134,Town of Boyce (5 to be elected),Bryan Phillips ,Rapides,1,0,m,8,9,0,2014,Aldermen,0.9944598525935707
285,DEM,279,Town of Boyce (5 to be elected),Cathy Fisher ,Rapides,1,0,f,8,9,0,2014,Aldermen,0.998109826027423
286,DEM,209,Town of Boyce (5 to be elected),Donald Welch ,Rapides,1,0,m,8,9,0,2014,Aldermen,0.995398079943256
287,DEM,241,Town of Boyce (5 to be elected),Kelvin McCoy ,Rapides,1,0,m,8,9,0,2014,Aldermen,0.9914914607694755
288,DEM,152,Town of Boyce (5 to be elected),Lawson C. Keppinger ,Rapides,1,0,m,8,9,0,2014,Aldermen,1.0
289,DEM,215,Town of Boyce (5 to be elected),Leonard Ray Lacour ,Rapides,1,0,m,8,9,0,2014,Aldermen,0.9939592683714426
290,DEM,280,Town of Boyce (5 to be elected),"Lucretia ""Bonnie"" McCoy ",Rapides,1,0,f,8,9,0,2014,Aldermen,1.0
291,DEM,283,Town of Boyce (5 to be elected),Peggy Brew ,Rapides,1,0,f,8,9,0,2014,Aldermen,0.9977741608194881
292,DEM,161,Town of Boyce (5 to be elected),Vivian Brossett ,Rapides,1,0,f,8,9,0,2014,Aldermen,0.9914445598687397
293,NOPTY,90,Town of Clarks (5 to be elected),"""Krissy"" Jolly ",Caldwell,0,0,f,0,6,6,2014,Aldermen,1.0
294,NOPTY,84,Town of Clarks (5 to be elected),Eric Benson ,Caldwell,0,0,m,0,6,6,2014,Aldermen,0.9940613809608262
295,NOPTY,97,Town of Clarks (5 to be elected),Jason Morris ,Caldwell,0,0,m,0,6,6,2014,Aldermen,0.9942578919054537
296,NOPTY,124,Town of Clarks (5 to be elected),Margie Fisher ,Caldwell,0,0,f,0,6,6,2014,Aldermen,0.9973466249690446
297,NOPTY,98,Town of Clarks (5 to be elected),Patsy Fisher ,Caldwell,0,0,f,0,6,6,2014,Aldermen,0.9797513685203693
298,NOPTY,101,Town of Clarks (5 to be elected),Shawn Guinn ,Caldwell,0,0,m,0,6,6,2014,Aldermen,0.8791868030484896
299,DEM,423,Town of Clinton (5 to be elected),"""Johnny"" Beauchamp ",East Feliciana,1,0,m,8,9,0,2016,Aldermen,0.9881686765203005
300,DEM,307,Town of Clinton (5 to be elected),"""Reece"" Williams ",East Feliciana,1,0,m,8,9,0,2016,Aldermen,1.0
301,DEM,400,Town of Clinton (5 to be elected),Darren Matthews ,East Feliciana,1,0,m,8,9,0,2016,Aldermen,0.9929285843801665
302,DEM,381,Town of Clinton (5 to be elected),George Kilbourne ,East Feliciana,1,0,m,8,9,0,2016,Aldermen,0.9921466650857803
303,DEM,351,Town of Clinton (5 to be elected),Janet C. Matthews ,East Feliciana,1,0,f,8,9,0,2016,Aldermen,0.9975268981991599
304,DEM,396,Town of Clinton (5 to be elected),Kim Young ,East Feliciana,1,0,f,8,9,0,2016,Aldermen,0.8567083473631981
305,DEM,330,Town of Clinton (5 to be elected),Lisa Davis Washington ,East Feliciana,1,0,f,8,9,0,2016,Aldermen,0.9971870545600628
306,DEM,474,Town of Clinton (5 to be elected),Mark Kemp ,East Feliciana,1,0,m,8,9,0,2016,Aldermen,0.9964442833016813
307,REP,433,Town of Clinton (5 to be elected),Mary Bunch Dunaway ,East Feliciana,1,0,f,8,9,0,2016,Aldermen,0.9968311527897354
308,OTHER,85,Town of Cotton Valley (5 to be elected),"""Don"" Shirley ",Webster,1,1,m,5,9,2,2016,Aldermen,0.9924515487945199
309,DEM,201,Town of Cotton Valley (5 to be elected),"C.C. ""Cat"" Cox ",Webster,1,1,,5,9,2,2016,Aldermen,0
310,REP,180,Town of Cotton Valley (5 to be elected),Charlene Lewis ,Webster,1,1,f,5,9,2,2016,Aldermen,0.9971452283200746
311,NOPTY,68,Town of Cotton Valley (5 to be elected),Cheryl Dyer ,Webster,1,1,f,5,9,2,2016,Aldermen,0.9978893583941136
312,DEM,231,Town of Cotton Valley (5 to be elected),Evelyn Parish ,Webster,1,1,f,5,9,2,2016,Aldermen,0.9959957759111949
313,NOPTY,108,Town of Cotton Valley (5 to be elected),"James Davidson, Sr. ",Webster,1,1,m,5,9,2,2016,Aldermen,0.9948946927250034
314,DEM,226,Town of Cotton Valley (5 to be elected),Naomi Houston ,Webster,1,1,f,5,9,2,2016,Aldermen,0.997617681253354
315,DEM,165,Town of Cotton Valley (5 to be elected),Thomas Smith ,Webster,1,1,m,5,9,2,2016,Aldermen,0.995826643361949
316,DEM,244,Town of Cotton Valley (5 to be elected),Toby Sinclair ,Webster,1,1,m,5,9,2,2016,Aldermen,0.8199571061610126
317,DEM,200,Town of Cullen (5 to be elected),Barbara Green ,Webster,0,1,f,5,6,0,2016,Aldermen,0.9976121203683244
318,OTHER,110,Town of Cullen (5 to be elected),Carolyn Sullivan ,Webster,0,1,f,5,6,0,2016,Aldermen,0.9973375107012017
319,DEM,199,Town of Cullen (5 to be elected),Doris L. White ,Webster,0,1,f,5,6,0,2016,Aldermen,0.9946841635170627
320,DEM,232,Town of Cullen (5 to be elected),Fannie Rankin ,Webster,0,1,f,5,6,0,2016,Aldermen,0.9970518452708343
321,DEM,163,Town of Cullen (5 to be elected),Floydean White ,Webster,0,1,,5,6,0,2016,Aldermen,0
322,DEM,171,Town of Cullen (5 to be elected),Ray Mills ,Webster,0,1,m,5,6,0,2016,Aldermen,0.9814597540543182
323,OTHER,226,Town of Duson (5 to be elected),"""Steve"" Hanks ",Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.9956905469526298
324,DEM,193,Town of Duson (5 to be elected),"Carolyn ""Pepe"" Richard ",Multi-Parish Race,1,1,f,10,13,1,2014,Aldermen,0.9973375107012017
325,DEM,271,Town of Duson (5 to be elected),Carroll Pepper ,Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.7909529725669063
326,DEM,196,Town of Duson (5 to be elected),Coby Duhon ,Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.8824826900460089
327,NOPTY,83,Town of Duson (5 to be elected),"Daniel ""Danny"" Forestier ",Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.9947209649748667
328,DEM,150,Town of Duson (5 to be elected),"Eugene ""Gene"" Cahanin ",Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.9926381840434396
329,REP,147,Town of Duson (5 to be elected),Gloria Breaux Sanchez ,Multi-Parish Race,1,1,f,10,13,1,2014,Aldermen,0.9960084492018365
330,DEM,193,Town of Duson (5 to be elected),Jimmy Champagne ,Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.9917081110577824
331,DEM,179,Town of Duson (5 to be elected),Laurie Leon ,Multi-Parish Race,1,1,f,10,13,1,2014,Aldermen,0.9939146060826866
332,DEM,153,Town of Duson (5 to be elected),Marquita Robertson Henry ,Multi-Parish Race,1,1,f,10,13,1,2014,Aldermen,0.9967884362583712
333,DEM,182,Town of Duson (5 to be elected),Sandra Lagneaux ,Multi-Parish Race,1,1,f,10,13,1,2014,Aldermen,0.9971827629978488
334,DEM,69,Town of Duson (5 to be elected),Steven Breaux ,Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.9959379276536011
335,DEM,211,Town of Duson (5 to be elected),Wade Robin ,Multi-Parish Race,1,1,m,10,13,1,2014,Aldermen,0.996949549501875
336,DEM,66,Town of Elizabeth (5 to be elected),Charles Saunders ,Allen,3,0,m,5,10,2,2014,Aldermen,0.9940010817081071
337,DEM,118,Town of Elizabeth (5 to be elected),"David ""Dave"" Smith ",Allen,3,0,m,5,10,2,2014,Aldermen,0.9958660209367381
338,DEM,105,Town of Elizabeth (5 to be elected),Emily Sangid ,Allen,3,0,f,5,10,2,2014,Aldermen,0.9967828499451029
339,NOPTY,100,Town of Elizabeth (5 to be elected),Jolene Chamberlain ,Allen,3,0,f,5,10,2,2014,Aldermen,0.9994899299577072
340,DEM,110,Town of Elizabeth (5 to be elected),Lydia B. Kingan ,Allen,3,0,f,5,10,2,2014,Aldermen,0.9972839696504232
341,NOPTY,126,Town of Elizabeth (5 to be elected),Mandy Green ,Allen,3,0,f,5,10,2,2014,Aldermen,0.9963188928181642
342,REP,86,Town of Elizabeth (5 to be elected),"Michael ""Mickey"" Hussong ",Allen,3,0,m,5,10,2,2014,Aldermen,0.9942998490435268
343,REP,124,Town of Elizabeth (5 to be elected),Rodney Gill ,Allen,3,0,m,5,10,2,2014,Aldermen,0.994368352107686
344,DEM,127,Town of Elizabeth (5 to be elected),Shirley Smith ,Allen,3,0,f,5,10,2,2014,Aldermen,0.9929060126040463
345,REP,142,Town of Elizabeth (5 to be elected),Wayne A. Earl ,Allen,3,0,m,5,10,2,2014,Aldermen,0.9952555487040492
346,DEM,577,Town of Erath (5 to be elected),"""Chris"" Hebert ",Vermilion,0,1,m,7,8,0,2014,Aldermen,0.83895278593768
347,DEM,546,Town of Erath (5 to be elected),"""Timmy"" Landry ",Vermilion,0,1,m,7,8,0,2014,Aldermen,0.9923467020157444
348,OTHER,479,Town of Erath (5 to be elected),"""Tony"" Richard ",Vermilion,0,1,m,7,8,0,2014,Aldermen,0.987780862229734
349,DEM,293,Town of Erath (5 to be elected),Clarence Fusilier ,Vermilion,0,1,m,7,8,0,2014,Aldermen,0.9912655858946845
350,DEM,504,Town of Erath (5 to be elected),Donald Menard ,Vermilion,0,1,m,7,8,0,2014,Aldermen,0.995398079943256
351,DEM,532,Town of Erath (5 to be elected),Guy Nerren ,Vermilion,0,1,m,7,8,0,2014,Aldermen,0.9955243592525743
352,DEM,622,Town of Erath (5 to be elected),"Robert ""T-Bob"" Domingues ",Vermilion,0,1,m,7,8,0,2014,Aldermen,0.9952560453690997
353,DEM,611,Town of Erath (5 to be elected),Robert B. Vincent ,Vermilion,0,1,m,7,8,0,2014,Aldermen,0.9952560453690997
354,DEM,664,Town of Franklinton (5 to be elected),"""Patrice"" Crain ",Washington,2,3,f,4,10,1,2016,Aldermen,0.980740051889888
355,DEM,685,Town of Franklinton (5 to be elected),"""TJ"" Butler, Jr. ",Washington,2,3,m,4,10,1,2016,Aldermen,0.9877321732627722
356,OTHER,463,Town of Franklinton (5 to be elected),"""Wayne"" Bryant ",Washington,2,3,m,4,10,1,2016,Aldermen,0.9952555487040492
357,NOPTY,399,Town of Franklinton (5 to be elected),Cole Ladner ,Washington,2,3,m,4,10,1,2016,Aldermen,0.9929675234704113
358,REP,552,Town of Franklinton (5 to be elected),Darwin Sharp ,Washington,2,3,m,4,10,1,2016,Aldermen,0.9980551046560147
359,OTHER,549,Town of Franklinton (5 to be elected),"Douglas E. ""Doug"" Brown ",Washington,2,3,m,4,10,1,2016,Aldermen,0.9962081617864736
360,DEM,517,Town of Franklinton (5 to be elected),Florence R. Manning ,Washington,2,3,f,4,10,1,2016,Aldermen,0.9970005852578259
361,OTHER,522,Town of Franklinton (5 to be elected),"Frankie L. Crosby, Sr. ",Washington,2,3,m,4,10,1,2016,Aldermen,0.6269767869152917
362,REP,616,Town of Franklinton (5 to be elected),Heath Spears ,Washington,2,3,m,4,10,1,2016,Aldermen,0.9912582829901428
363,DEM,624,Town of Franklinton (5 to be elected),John L. Daniel ,Washington,2,3,m,4,10,1,2016,Aldermen,0.9954070242261275
364,DEM,262,Town of Glenmora (5 to be elected),Clifford Doyle ,Rapides,0,1,m,4,7,2,2014,Aldermen,0.9918897662787557
365,NOPTY,332,Town of Glenmora (5 to be elected),"Clyde ""Red"" Myers ",Rapides,0,1,m,4,7,2,2014,Aldermen,0.9868036940166117
366,DEM,319,Town of Glenmora (5 to be elected),Darla Billings ,Rapides,0,1,f,4,7,2,2014,Aldermen,0.999312541009879
367,DEM,305,Town of Glenmora (5 to be elected),Glynn Dixon ,Rapides,0,1,m,4,7,2,2014,Aldermen,0.9259825993168177
368,OTHER,323,Town of Glenmora (5 to be elected),"Joseph ""Coach"" Rivers ",Rapides,0,1,m,4,7,2,2014,Aldermen,0.9948957606347725
369,NOPTY,273,Town of Glenmora (5 to be elected),Thelma Walters ,Rapides,0,1,f,4,7,2,2014,Aldermen,0.9963057783896726
370,DEM,317,Town of Glenmora (5 to be elected),Willie E. Moore ,Rapides,0,1,m,4,7,2,2014,Aldermen,0.8245478946169532
371,DEM,345,Town of Grand Coteau (5 to be elected),Brandon Miller ,St. Landry,0,0,m,8,9,1,2014,Aldermen,0.9904039266442966
372,DEM,187,Town of Grand Coteau (5 to be elected),Cecilia Faye Lewis ,St. Landry,0,0,f,8,9,1,2014,Aldermen,0.9968170526885397
373,DEM,193,Town of Grand Coteau (5 to be elected),Christopher Granger ,St. Landry,0,0,m,8,9,1,2014,Aldermen,0.9941438780188482
374,NOPTY,70,Town of Grand Coteau (5 to be elected),Damian Matt ,St. Landry,0,0,m,8,9,1,2014,Aldermen,0.9871770883613326
375,DEM,216,Town of Grand Coteau (5 to be elected),Danielle Belson ,St. Landry,0,0,f,8,9,1,2014,Aldermen,0.9937284014087214
376,DEM,296,Town of Grand Coteau (5 to be elected),Derrick Guidry ,St. Landry,0,0,m,8,9,1,2014,Aldermen,0.9906016544670052
377,DEM,305,Town of Grand Coteau (5 to be elected),Janice B. Fox ,St. Landry,0,0,f,8,9,1,2014,Aldermen,0.9974657889607156
378,DEM,242,Town of Grand Coteau (5 to be elected),Jessica Ann Marcel ,St. Landry,0,0,f,8,9,1,2014,Aldermen,0.9960512898171129
379,DEM,159,Town of Grand Coteau (5 to be elected),Joseph Mack Eaglin ,St. Landry,0,0,m,8,9,1,2014,Aldermen,0.9948957606347725
380,DEM,346,Town of Haughton (5 to be elected),"""Charlene"" Smith ",Bossier,6,0,f,5,11,0,2016,Aldermen,0.9971452283200746
381,DEM,435,Town of Haughton (5 to be elected),"""Doug"" Adams ",Bossier,6,0,m,5,11,0,2016,Aldermen,0.9997417529910575
