"","position","district","candidate","year","parish","party","votes","n_can","n_dem","n_rep","n_nopty","n_other","genoffice"
"215","Alderman","Ward 5, City of Ruston","Maurice White ",2014,"Lincoln","DEM",158,3,2,0,0,1,"Alderman"
"216","Alderman at Large","City of Eunice","Chawana V. Fontenot ",2014,"Multi-Parish Race","REP",1265,2,1,1,0,0,"Alderman at Large"
"217","Alderman at Large","City of Eunice","I. Jackson ""Jack"" Burson, Jr. ",2014,"Multi-Parish Race","DEM",2018,2,1,1,0,0,"Alderman at Large"
"218","Alderman at Large","City of Opelousas","Joe Charles ",2014,"St. Landry","DEM",1819,5,3,1,0,1,"Alderman at Large"
"219","Alderman at Large","City of Opelousas","John ""Kerstan"" Major ",2014,"St. Landry","DEM",1355,5,3,1,0,1,"Alderman at Large"
"220","Alderman at Large","City of Opelousas","John A. Lamke ",2014,"St. Landry","REP",803,5,3,1,0,1,"Alderman at Large"
"221","Alderman at Large","City of Opelousas","Marvin Tyrone Richard ",2014,"St. Landry","DEM",1369,5,3,1,0,1,"Alderman at Large"
"222","Alderman at Large","City of Opelousas","Reginald Q. Thompson ",2014,"St. Landry","OTHER",410,5,3,1,0,1,"Alderman at Large"
"223","Alderman at Large","City of Rayne","Brian Seth Mouton ",2014,"Acadia","DEM",1327,3,3,0,0,0,"Alderman at Large"
"224","Alderman at Large","City of Rayne","Lendell ""Pete"" Babineaux ",2014,"Acadia","DEM",1739,3,3,0,0,0,"Alderman at Large"
"225","Alderman at Large","City of Rayne","Maurice Menard ",2014,"Acadia","DEM",281,3,3,0,0,0,"Alderman at Large"
"226","Alderman at Large","Seat One, Town of Lutcher","Darlene Francois Riley ",2014,"St. James","DEM",1023,2,2,0,0,0,"Alderman at Large"
"227","Alderman at Large","Seat One, Town of Lutcher","Theresa ""Tee"" Williams ",2014,"St. James","DEM",573,2,2,0,0,0,"Alderman at Large"
"228","Alderman at Large","Town of Jonesboro","Janet Martin ",2014,"Jackson","NOPTY",264,4,1,1,2,0,"Alderman at Large"
"229","Alderman at Large","Town of Jonesboro","Johnny Runyon ",2014,"Jackson","REP",311,4,1,1,2,0,"Alderman at Large"
"230","Alderman at Large","Town of Jonesboro","Nia Evans ",2014,"Jackson","DEM",701,4,1,1,2,0,"Alderman at Large"
"231","Alderman at Large","Town of Jonesboro","Teresa Moore ",2014,"Jackson","NOPTY",109,4,1,1,2,0,"Alderman at Large"
"232","Alderman at Large","Town of Oberlin","Troy J. Meaux ",2014,"Allen","NOPTY",251,2,0,0,2,0,"Alderman at Large"
"233","Alderman at Large","Town of Oberlin","Wayne Smith ",2014,"Allen","NOPTY",494,2,0,0,2,0,"Alderman at Large"
"234","Alderman at Large","Town of Sunset","Bernice Richard Smith ",2014,"St. Landry","DEM",667,2,2,0,0,0,"Alderman at Large"
"235","Alderman at Large","Town of Sunset","Cecil LaVergne ",2014,"St. Landry","DEM",505,2,2,0,0,0,"Alderman at Large"
"236","Alderman at Large","Town of Vivian","Angela Brock Channell ",2014,"Caddo","DEM",583,2,2,0,0,0,"Alderman at Large"
"237","Alderman at Large","Town of Vivian","Belton E. Moore ",2014,"Caddo","DEM",317,2,2,0,0,0,"Alderman at Large"
"238","Aldermen","District 1, Town of Plain Dealing (2 to be elected)","""Kim"" Holt Allums ",2014,"Bossier","REP",157,4,2,1,1,0,"Aldermen"
"239","Aldermen","District 1, Town of Plain Dealing (2 to be elected)","Charlotte Giles Hamiter ",2014,"Bossier","DEM",117,4,2,1,1,0,"Aldermen"
"240","Aldermen","District 1, Town of Plain Dealing (2 to be elected)","Robert D. Hamiter ",2014,"Bossier","DEM",134,4,2,1,1,0,"Aldermen"
"241","Aldermen","District 1, Town of Plain Dealing (2 to be elected)","Shanthia ""Shanita"" Gay ",2014,"Bossier","NOPTY",200,4,2,1,1,0,"Aldermen"
"242","Aldermen","District 2, Town of Basile (3 to be elected)","Bron Dubroc ",2014,"Multi-Parish Race","REP",187,5,2,2,1,0,"Aldermen"
"243","Aldermen","District 2, Town of Basile (3 to be elected)","Carmen Ardoin Langley ",2014,"Multi-Parish Race","NOPTY",168,5,2,2,1,0,"Aldermen"
"244","Aldermen","District 2, Town of Basile (3 to be elected)","Hunter D. Ortego ",2014,"Multi-Parish Race","REP",224,5,2,2,1,0,"Aldermen"
"245","Aldermen","District 2, Town of Basile (3 to be elected)","John ""J. J."" Jenkins ",2014,"Multi-Parish Race","DEM",129,5,2,2,1,0,"Aldermen"
"246","Aldermen","District 2, Town of Basile (3 to be elected)","Rodney J. Bellon ",2014,"Multi-Parish Race","DEM",119,5,2,2,1,0,"Aldermen"
"247","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Abby Temple Cochran ",2016,"West Feliciana","NOPTY",412,9,2,3,3,1,"Aldermen"
"248","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Damon Dawson ",2016,"West Feliciana","NOPTY",140,9,2,3,3,1,"Aldermen"
"249","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","James C. ""Jim"" Davis ",2016,"West Feliciana","DEM",198,9,2,3,3,1,"Aldermen"
"250","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Joseph ""Bryan"" Kelley ",2016,"West Feliciana","REP",285,9,2,3,3,1,"Aldermen"
"251","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Karen St. Cyr ",2016,"West Feliciana","DEM",123,9,2,3,3,1,"Aldermen"
"252","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Lea Reid Williams ",2016,"West Feliciana","NOPTY",131,9,2,3,3,1,"Aldermen"
"253","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Owen Kemp ",2016,"West Feliciana","REP",218,9,2,3,3,1,"Aldermen"
"254","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Rucker Leake ",2016,"West Feliciana","REP",302,9,2,3,3,1,"Aldermen"
"255","Aldermen","Election Section 2, Town of St. Francisville (4 to be elected)","Susanne ""Susie"" Tully ",2016,"West Feliciana","OTHER",255,9,2,3,3,1,"Aldermen"
"256","Aldermen","Town of Abita Springs (5 to be elected)","Daniel J. Curtis ",2014,"St. Tammany","REP",519,6,0,6,0,0,"Aldermen"
"257","Aldermen","Town of Abita Springs (5 to be elected)","Gina Kilpatrick Harper ",2014,"St. Tammany","REP",699,6,0,6,0,0,"Aldermen"
"258","Aldermen","Town of Abita Springs (5 to be elected)","Leslie Blitch Welliver ",2014,"St. Tammany","REP",580,6,0,6,0,0,"Aldermen"
"259","Aldermen","Town of Abita Springs (5 to be elected)","Patrick J. Berrigan, Jr. ",2014,"St. Tammany","REP",609,6,0,6,0,0,"Aldermen"
"260","Aldermen","Town of Abita Springs (5 to be elected)","Ryan Murphy ",2014,"St. Tammany","REP",610,6,0,6,0,0,"Aldermen"
"261","Aldermen","Town of Abita Springs (5 to be elected)","W. E. ""Pat"" Patterson III ",2014,"St. Tammany","REP",518,6,0,6,0,0,"Aldermen"
"262","Aldermen","Town of Arnaudville (5 to be elected)","Albert Joseph Guilliot ",2014,"Multi-Parish Race","DEM",226,8,5,2,0,1,"Aldermen"
"263","Aldermen","Town of Arnaudville (5 to be elected)","Annette K. Guidry ",2014,"Multi-Parish Race","DEM",256,8,5,2,0,1,"Aldermen"
"264","Aldermen","Town of Arnaudville (5 to be elected)","Blake Couvillion ",2014,"Multi-Parish Race","OTHER",221,8,5,2,0,1,"Aldermen"
"265","Aldermen","Town of Arnaudville (5 to be elected)","Jamie U. Huval ",2014,"Multi-Parish Race","REP",247,8,5,2,0,1,"Aldermen"
"266","Aldermen","Town of Arnaudville (5 to be elected)","Judith D. Romero ",2014,"Multi-Parish Race","DEM",186,8,5,2,0,1,"Aldermen"
"267","Aldermen","Town of Arnaudville (5 to be elected)","Louis E. Stelly, Jr. ",2014,"Multi-Parish Race","DEM",273,8,5,2,0,1,"Aldermen"
"268","Aldermen","Town of Arnaudville (5 to be elected)","Suzanne H. Stelly ",2014,"Multi-Parish Race","DEM",353,8,5,2,0,1,"Aldermen"
"269","Aldermen","Town of Arnaudville (5 to be elected)","Todd Meche ",2014,"Multi-Parish Race","REP",314,8,5,2,0,1,"Aldermen"
"270","Aldermen","Town of Baldwin (5 to be elected)","Clarence A. Vappie ",2014,"St. Mary","DEM",623,7,6,0,1,0,"Aldermen"
"271","Aldermen","Town of Baldwin (5 to be elected)","Donald R. Grimm ",2014,"St. Mary","DEM",512,7,6,0,1,0,"Aldermen"
"272","Aldermen","Town of Baldwin (5 to be elected)","F. ""Thor"" Frederick ",2014,"St. Mary","DEM",615,7,6,0,1,0,"Aldermen"
"273","Aldermen","Town of Baldwin (5 to be elected)","H. Gene St. Germain ",2014,"St. Mary","DEM",666,7,6,0,1,0,"Aldermen"
"274","Aldermen","Town of Baldwin (5 to be elected)","Herbert ""H.B."" Bell ",2014,"St. Mary","DEM",553,7,6,0,1,0,"Aldermen"
"275","Aldermen","Town of Baldwin (5 to be elected)","Margaret ""Faye"" Coleman ",2014,"St. Mary","DEM",677,7,6,0,1,0,"Aldermen"
"276","Aldermen","Town of Baldwin (5 to be elected)","Robert Robicheaux, Jr. ",2014,"St. Mary","NOPTY",284,7,6,0,1,0,"Aldermen"
"277","Aldermen","Town of Blanchard (5 to be elected)","""Jeff"" Guin ",2014,"Caddo","REP",586,7,1,5,1,0,"Aldermen"
"278","Aldermen","Town of Blanchard (5 to be elected)","""Jimmy"" Whittington ",2014,"Caddo","REP",582,7,1,5,1,0,"Aldermen"
"279","Aldermen","Town of Blanchard (5 to be elected)","Allison A. Jones ",2014,"Caddo","DEM",384,7,1,5,1,0,"Aldermen"
"280","Aldermen","Town of Blanchard (5 to be elected)","John Fuller ",2014,"Caddo","REP",579,7,1,5,1,0,"Aldermen"
"281","Aldermen","Town of Blanchard (5 to be elected)","Nathan A. Ashby ",2014,"Caddo","NOPTY",444,7,1,5,1,0,"Aldermen"
"282","Aldermen","Town of Blanchard (5 to be elected)","Patsy A. Lee ",2014,"Caddo","REP",541,7,1,5,1,0,"Aldermen"
"283","Aldermen","Town of Blanchard (5 to be elected)","Steve Umling ",2014,"Caddo","REP",553,7,1,5,1,0,"Aldermen"
"284","Aldermen","Town of Boyce (5 to be elected)","Bryan Phillips ",2014,"Rapides","REP",134,9,8,1,0,0,"Aldermen"
"285","Aldermen","Town of Boyce (5 to be elected)","Cathy Fisher ",2014,"Rapides","DEM",279,9,8,1,0,0,"Aldermen"
"286","Aldermen","Town of Boyce (5 to be elected)","Donald Welch ",2014,"Rapides","DEM",209,9,8,1,0,0,"Aldermen"
"287","Aldermen","Town of Boyce (5 to be elected)","Kelvin McCoy ",2014,"Rapides","DEM",241,9,8,1,0,0,"Aldermen"
"288","Aldermen","Town of Boyce (5 to be elected)","Lawson C. Keppinger ",2014,"Rapides","DEM",152,9,8,1,0,0,"Aldermen"
"289","Aldermen","Town of Boyce (5 to be elected)","Leonard Ray Lacour ",2014,"Rapides","DEM",215,9,8,1,0,0,"Aldermen"
"290","Aldermen","Town of Boyce (5 to be elected)","Lucretia ""Bonnie"" McCoy ",2014,"Rapides","DEM",280,9,8,1,0,0,"Aldermen"
"291","Aldermen","Town of Boyce (5 to be elected)","Peggy Brew ",2014,"Rapides","DEM",283,9,8,1,0,0,"Aldermen"
"292","Aldermen","Town of Boyce (5 to be elected)","Vivian Brossett ",2014,"Rapides","DEM",161,9,8,1,0,0,"Aldermen"
"293","Aldermen","Town of Clarks (5 to be elected)","""Krissy"" Jolly ",2014,"Caldwell","NOPTY",90,6,0,0,6,0,"Aldermen"
"294","Aldermen","Town of Clarks (5 to be elected)","Eric Benson ",2014,"Caldwell","NOPTY",84,6,0,0,6,0,"Aldermen"
"295","Aldermen","Town of Clarks (5 to be elected)","Jason Morris ",2014,"Caldwell","NOPTY",97,6,0,0,6,0,"Aldermen"
"296","Aldermen","Town of Clarks (5 to be elected)","Margie Fisher ",2014,"Caldwell","NOPTY",124,6,0,0,6,0,"Aldermen"
"297","Aldermen","Town of Clarks (5 to be elected)","Patsy Fisher ",2014,"Caldwell","NOPTY",98,6,0,0,6,0,"Aldermen"
"298","Aldermen","Town of Clarks (5 to be elected)","Shawn Guinn ",2014,"Caldwell","NOPTY",101,6,0,0,6,0,"Aldermen"
"299","Aldermen","Town of Clinton (5 to be elected)","""Johnny"" Beauchamp ",2016,"East Feliciana","DEM",423,9,8,1,0,0,"Aldermen"
"300","Aldermen","Town of Clinton (5 to be elected)","""Reece"" Williams ",2016,"East Feliciana","DEM",307,9,8,1,0,0,"Aldermen"
"301","Aldermen","Town of Clinton (5 to be elected)","Darren Matthews ",2016,"East Feliciana","DEM",400,9,8,1,0,0,"Aldermen"
"302","Aldermen","Town of Clinton (5 to be elected)","George Kilbourne ",2016,"East Feliciana","DEM",381,9,8,1,0,0,"Aldermen"
"303","Aldermen","Town of Clinton (5 to be elected)","Janet C. Matthews ",2016,"East Feliciana","DEM",351,9,8,1,0,0,"Aldermen"
"304","Aldermen","Town of Clinton (5 to be elected)","Kim Young ",2016,"East Feliciana","DEM",396,9,8,1,0,0,"Aldermen"
"305","Aldermen","Town of Clinton (5 to be elected)","Lisa Davis Washington ",2016,"East Feliciana","DEM",330,9,8,1,0,0,"Aldermen"
"306","Aldermen","Town of Clinton (5 to be elected)","Mark Kemp ",2016,"East Feliciana","DEM",474,9,8,1,0,0,"Aldermen"
"307","Aldermen","Town of Clinton (5 to be elected)","Mary Bunch Dunaway ",2016,"East Feliciana","REP",433,9,8,1,0,0,"Aldermen"
"308","Aldermen","Town of Cotton Valley (5 to be elected)","""Don"" Shirley ",2016,"Webster","OTHER",85,9,5,1,2,1,"Aldermen"
"309","Aldermen","Town of Cotton Valley (5 to be elected)","C.C. ""Cat"" Cox ",2016,"Webster","DEM",201,9,5,1,2,1,"Aldermen"
"310","Aldermen","Town of Cotton Valley (5 to be elected)","Charlene Lewis ",2016,"Webster","REP",180,9,5,1,2,1,"Aldermen"
"311","Aldermen","Town of Cotton Valley (5 to be elected)","Cheryl Dyer ",2016,"Webster","NOPTY",68,9,5,1,2,1,"Aldermen"
"312","Aldermen","Town of Cotton Valley (5 to be elected)","Evelyn Parish ",2016,"Webster","DEM",231,9,5,1,2,1,"Aldermen"
"313","Aldermen","Town of Cotton Valley (5 to be elected)","James Davidson, Sr. ",2016,"Webster","NOPTY",108,9,5,1,2,1,"Aldermen"
"314","Aldermen","Town of Cotton Valley (5 to be elected)","Naomi Houston ",2016,"Webster","DEM",226,9,5,1,2,1,"Aldermen"
"315","Aldermen","Town of Cotton Valley (5 to be elected)","Thomas Smith ",2016,"Webster","DEM",165,9,5,1,2,1,"Aldermen"
"316","Aldermen","Town of Cotton Valley (5 to be elected)","Toby Sinclair ",2016,"Webster","DEM",244,9,5,1,2,1,"Aldermen"
"317","Aldermen","Town of Cullen (5 to be elected)","Barbara Green ",2016,"Webster","DEM",200,6,5,0,0,1,"Aldermen"
"318","Aldermen","Town of Cullen (5 to be elected)","Carolyn Sullivan ",2016,"Webster","OTHER",110,6,5,0,0,1,"Aldermen"
"319","Aldermen","Town of Cullen (5 to be elected)","Doris L. White ",2016,"Webster","DEM",199,6,5,0,0,1,"Aldermen"
"320","Aldermen","Town of Cullen (5 to be elected)","Fannie Rankin ",2016,"Webster","DEM",232,6,5,0,0,1,"Aldermen"
"321","Aldermen","Town of Cullen (5 to be elected)","Floydean White ",2016,"Webster","DEM",163,6,5,0,0,1,"Aldermen"
"322","Aldermen","Town of Cullen (5 to be elected)","Ray Mills ",2016,"Webster","DEM",171,6,5,0,0,1,"Aldermen"
"323","Aldermen","Town of Duson (5 to be elected)","""Steve"" Hanks ",2014,"Multi-Parish Race","OTHER",226,13,10,1,1,1,"Aldermen"
"324","Aldermen","Town of Duson (5 to be elected)","Carolyn ""Pepe"" Richard ",2014,"Multi-Parish Race","DEM",193,13,10,1,1,1,"Aldermen"
"325","Aldermen","Town of Duson (5 to be elected)","Carroll Pepper ",2014,"Multi-Parish Race","DEM",271,13,10,1,1,1,"Aldermen"
"326","Aldermen","Town of Duson (5 to be elected)","Coby Duhon ",2014,"Multi-Parish Race","DEM",196,13,10,1,1,1,"Aldermen"
"327","Aldermen","Town of Duson (5 to be elected)","Daniel ""Danny"" Forestier ",2014,"Multi-Parish Race","NOPTY",83,13,10,1,1,1,"Aldermen"
"328","Aldermen","Town of Duson (5 to be elected)","Eugene ""Gene"" Cahanin ",2014,"Multi-Parish Race","DEM",150,13,10,1,1,1,"Aldermen"
"329","Aldermen","Town of Duson (5 to be elected)","Gloria Breaux Sanchez ",2014,"Multi-Parish Race","REP",147,13,10,1,1,1,"Aldermen"
"330","Aldermen","Town of Duson (5 to be elected)","Jimmy Champagne ",2014,"Multi-Parish Race","DEM",193,13,10,1,1,1,"Aldermen"
"331","Aldermen","Town of Duson (5 to be elected)","Laurie Leon ",2014,"Multi-Parish Race","DEM",179,13,10,1,1,1,"Aldermen"
"332","Aldermen","Town of Duson (5 to be elected)","Marquita Robertson Henry ",2014,"Multi-Parish Race","DEM",153,13,10,1,1,1,"Aldermen"
"333","Aldermen","Town of Duson (5 to be elected)","Sandra Lagneaux ",2014,"Multi-Parish Race","DEM",182,13,10,1,1,1,"Aldermen"
"334","Aldermen","Town of Duson (5 to be elected)","Steven Breaux ",2014,"Multi-Parish Race","DEM",69,13,10,1,1,1,"Aldermen"
"335","Aldermen","Town of Duson (5 to be elected)","Wade Robin ",2014,"Multi-Parish Race","DEM",211,13,10,1,1,1,"Aldermen"
"336","Aldermen","Town of Elizabeth (5 to be elected)","Charles Saunders ",2014,"Allen","DEM",66,10,5,3,2,0,"Aldermen"
"337","Aldermen","Town of Elizabeth (5 to be elected)","David ""Dave"" Smith ",2014,"Allen","DEM",118,10,5,3,2,0,"Aldermen"
"338","Aldermen","Town of Elizabeth (5 to be elected)","Emily Sangid ",2014,"Allen","DEM",105,10,5,3,2,0,"Aldermen"
"339","Aldermen","Town of Elizabeth (5 to be elected)","Jolene Chamberlain ",2014,"Allen","NOPTY",100,10,5,3,2,0,"Aldermen"
"340","Aldermen","Town of Elizabeth (5 to be elected)","Lydia B. Kingan ",2014,"Allen","DEM",110,10,5,3,2,0,"Aldermen"
"341","Aldermen","Town of Elizabeth (5 to be elected)","Mandy Green ",2014,"Allen","NOPTY",126,10,5,3,2,0,"Aldermen"
"342","Aldermen","Town of Elizabeth (5 to be elected)","Michael ""Mickey"" Hussong ",2014,"Allen","REP",86,10,5,3,2,0,"Aldermen"
"343","Aldermen","Town of Elizabeth (5 to be elected)","Rodney Gill ",2014,"Allen","REP",124,10,5,3,2,0,"Aldermen"
"344","Aldermen","Town of Elizabeth (5 to be elected)","Shirley Smith ",2014,"Allen","DEM",127,10,5,3,2,0,"Aldermen"
"345","Aldermen","Town of Elizabeth (5 to be elected)","Wayne A. Earl ",2014,"Allen","REP",142,10,5,3,2,0,"Aldermen"
"346","Aldermen","Town of Erath (5 to be elected)","""Chris"" Hebert ",2014,"Vermilion","DEM",577,8,7,0,0,1,"Aldermen"
"347","Aldermen","Town of Erath (5 to be elected)","""Timmy"" Landry ",2014,"Vermilion","DEM",546,8,7,0,0,1,"Aldermen"
"348","Aldermen","Town of Erath (5 to be elected)","""Tony"" Richard ",2014,"Vermilion","OTHER",479,8,7,0,0,1,"Aldermen"
"349","Aldermen","Town of Erath (5 to be elected)","Clarence Fusilier ",2014,"Vermilion","DEM",293,8,7,0,0,1,"Aldermen"
"350","Aldermen","Town of Erath (5 to be elected)","Donald Menard ",2014,"Vermilion","DEM",504,8,7,0,0,1,"Aldermen"
"351","Aldermen","Town of Erath (5 to be elected)","Guy Nerren ",2014,"Vermilion","DEM",532,8,7,0,0,1,"Aldermen"
"352","Aldermen","Town of Erath (5 to be elected)","Robert ""T-Bob"" Domingues ",2014,"Vermilion","DEM",622,8,7,0,0,1,"Aldermen"
"353","Aldermen","Town of Erath (5 to be elected)","Robert B. Vincent ",2014,"Vermilion","DEM",611,8,7,0,0,1,"Aldermen"
"354","Aldermen","Town of Franklinton (5 to be elected)","""Patrice"" Crain ",2016,"Washington","DEM",664,10,4,2,1,3,"Aldermen"
"355","Aldermen","Town of Franklinton (5 to be elected)","""TJ"" Butler, Jr. ",2016,"Washington","DEM",685,10,4,2,1,3,"Aldermen"
"356","Aldermen","Town of Franklinton (5 to be elected)","""Wayne"" Bryant ",2016,"Washington","OTHER",463,10,4,2,1,3,"Aldermen"
"357","Aldermen","Town of Franklinton (5 to be elected)","Cole Ladner ",2016,"Washington","NOPTY",399,10,4,2,1,3,"Aldermen"
"358","Aldermen","Town of Franklinton (5 to be elected)","Darwin Sharp ",2016,"Washington","REP",552,10,4,2,1,3,"Aldermen"
"359","Aldermen","Town of Franklinton (5 to be elected)","Douglas E. ""Doug"" Brown ",2016,"Washington","OTHER",549,10,4,2,1,3,"Aldermen"
"360","Aldermen","Town of Franklinton (5 to be elected)","Florence R. Manning ",2016,"Washington","DEM",517,10,4,2,1,3,"Aldermen"
"361","Aldermen","Town of Franklinton (5 to be elected)","Frankie L. Crosby, Sr. ",2016,"Washington","OTHER",522,10,4,2,1,3,"Aldermen"
"362","Aldermen","Town of Franklinton (5 to be elected)","Heath Spears ",2016,"Washington","REP",616,10,4,2,1,3,"Aldermen"
"363","Aldermen","Town of Franklinton (5 to be elected)","John L. Daniel ",2016,"Washington","DEM",624,10,4,2,1,3,"Aldermen"
"364","Aldermen","Town of Glenmora (5 to be elected)","Clifford Doyle ",2014,"Rapides","DEM",262,7,4,0,2,1,"Aldermen"
"365","Aldermen","Town of Glenmora (5 to be elected)","Clyde ""Red"" Myers ",2014,"Rapides","NOPTY",332,7,4,0,2,1,"Aldermen"
"366","Aldermen","Town of Glenmora (5 to be elected)","Darla Billings ",2014,"Rapides","DEM",319,7,4,0,2,1,"Aldermen"
"367","Aldermen","Town of Glenmora (5 to be elected)","Glynn Dixon ",2014,"Rapides","DEM",305,7,4,0,2,1,"Aldermen"
"368","Aldermen","Town of Glenmora (5 to be elected)","Joseph ""Coach"" Rivers ",2014,"Rapides","OTHER",323,7,4,0,2,1,"Aldermen"
"369","Aldermen","Town of Glenmora (5 to be elected)","Thelma Walters ",2014,"Rapides","NOPTY",273,7,4,0,2,1,"Aldermen"
"370","Aldermen","Town of Glenmora (5 to be elected)","Willie E. Moore ",2014,"Rapides","DEM",317,7,4,0,2,1,"Aldermen"
"371","Aldermen","Town of Grand Coteau (5 to be elected)","Brandon Miller ",2014,"St. Landry","DEM",345,9,8,0,1,0,"Aldermen"
"372","Aldermen","Town of Grand Coteau (5 to be elected)","Cecilia Faye Lewis ",2014,"St. Landry","DEM",187,9,8,0,1,0,"Aldermen"
"373","Aldermen","Town of Grand Coteau (5 to be elected)","Christopher Granger ",2014,"St. Landry","DEM",193,9,8,0,1,0,"Aldermen"
"374","Aldermen","Town of Grand Coteau (5 to be elected)","Damian Matt ",2014,"St. Landry","NOPTY",70,9,8,0,1,0,"Aldermen"
"375","Aldermen","Town of Grand Coteau (5 to be elected)","Danielle Belson ",2014,"St. Landry","DEM",216,9,8,0,1,0,"Aldermen"
"376","Aldermen","Town of Grand Coteau (5 to be elected)","Derrick Guidry ",2014,"St. Landry","DEM",296,9,8,0,1,0,"Aldermen"
